comment,cleaned_text,confidence
@USER ගේ ඇතුලෙ ඉඳං හිරිකඩෙං පුක හෝදන වැස්ස කියන්නෙ,ගේ ඇතුලෙ ඉඳං හිරිකඩෙං පුක හෝදන වැස්ස කියන්නෙ,0.8882
එයින් පස්සෙ උඹේ එක එක තැං අත පත ගාන්න හදයි ඕකා… උඹටත් ආස හිතෙයි… හැබැයි හැදිච්චි කෙල්ලෙක් නං උඹ එහෙම නෙවි ඕවට ඉඩ දෙන්නේ…”  “…හොඳයි බැරි වෙලා හරි එහෙමත් උනා කියමුකො… ඔයින් පස්සේ උඹව කොහේහරි අකුලකට ඇදන් ගිහින් ඇඟට ගොඩවෙන්න හදයි ඕකා… උඹට හොඳටම ආස හිතෙයි…,එයින් පස්සෙ උඹේ එක එක තැං අත පත ගාන්න හදයි ඕකා… උඹටත් ආස හිතෙයි… හැබැයි හැදිච්චි කෙල්ලෙක් නං උඹ එහෙම නෙවි ඕවට ඉඩ දෙන්නේ…” “…හොඳයි බැරි වෙලා හරි එහෙමත් උනා කියමුකො… ඔයින් පස්සේ උඹව කොහේහරි අකුලකට ඇදන් ගිහින් ඇඟට ගොඩවෙන්න හදයි ඕකා… උඹට හොඳටම ආස හිතෙයි…,0.8877
@USER  @USER    දෙන්නම් මගේ මැනික ගෙදර ගිහිම් පැනි වරකා... ඉදපන් තොට තව දෙන්න.ඇද්ද ඇද්ද... ගෙනෙම් උබේ ටට්ටම බය නෑ ඩෝ මම්.,දෙන්නම් මගේ මැනික ගෙදර ගිහිම් පැනි වරකා... ඉදපන් තොට තව දෙන්න.ඇද්ද ඇද්ද... ගෙනෙම් උබේ ටට්ටම බය නෑ ඩෝ මම්.,0.8877
@USER මු වගේ අවජාතක බල්ලො ඉන්නකන් රාජපක්සලා ගොඩ.. සක්කිලි මිනිස්න්ට කන්න නෑ මෙක පිස්සු දොඩවනවා..,මු වගේ අවජාතක බල්ලො ඉන්නකන් රාජපක්සලා ගොඩ.. සක්කිලි මිනිස්න්ට කන්න නෑ මෙක පිස්සු දොඩවනවා..,0.8877
කොපර කොපර පිපිඤ්ඤා පස්ස බැලුවොත් දෙසඤ්ඤා  දෙන්නේ පුප රත් වෙන්න,කොපර කොපර පිපිඤ්ඤා පස්ස බැලුවොත් දෙසඤ්ඤා දෙන්නේ පුප රත් වෙන්න,0.8877
@USER  @USER පුප පුප ගාන්නෙ බබාලද පුක කියල කියපන් හරියට,පුප පුප ගාන්නෙ බබාලද පුක කියල කියපන් හරියට,0.8877
ඒකි sex seen එකේ දල්ලටම ගිහිං,ඒකි sex seen එකේ දල්ලටම ගිහිං,0.8877
@USER තාලෙට අඩිය තිබ්බම බඳ ලෙළදිලා පුක නැළවෙනව මේ කාලේ එහෙම පාරේ බැහැල යන්න බෑ අයියේ කොල්ලෙක්ටවත්.,තාලෙට අඩිය තිබ්බම බඳ ලෙළදිලා පුක නැළවෙනව මේ කාලේ එහෙම පාරේ බැහැල යන්න බෑ අයියේ කොල්ලෙක්ටවත්.,0.8877
@USER වෙන්න බැනෙ බං. සිමෙන්ති ලෑල්ලෙ පුක තියන එක 300 නෙ (2011 රු50 තිබ්බෙ),වෙන්න බැනෙ බං. සිමෙන්ති ලෑල්ලෙ පුක තියන එක 300 නෙ (2011 රු50 තිබ්බෙ),0.8877
@USER දැන් ඉතින් contextual නෙමෙයි කොනට වෙලා සෙක්සුඅල් තමා රෙද්ද,දැන් ඉතින් contextual නෙමෙයි කොනට වෙලා සෙක්සුඅල් තමා රෙද්ද,0.8877
මං කළු බල්ලෙක් තෝ ගොළු බෙල්ලෙක් හපලාම දානවා අල්ලලා බෙල්ලෙන්,මං කළු බල්ලෙක් තෝ ගොළු බෙල්ලෙක් හපලාම දානවා අල්ලලා බෙල්ලෙන්,0.8877
@USER අම්මට වඩා නම් හොඳයි  ..අපේ අම්ම ටොකු අනිනවා,අම්මට වඩා නම් හොඳයි ..අපේ අම්ම ටොකු අනිනවා,0.8872
RT  @USER : Excuse me සර් ළමයෙක් හම්බෙන්න පුළුවන්ද? මං දන්නේ කොහොමද යකෝ තොට ළමයි හම්බෙන්න පුළුවන්ද නැද්ද කියලා #SLSchoolTalks,රට් : Excuse මේ සර් ළමයෙක් හම්බෙන්න පුළුවන්ද? මං දන්නේ කොහොමද යකෝ තොට ළමයි හම්බෙන්න පුළුවන්ද නැද්ද කියලා ස්ල්ස්චූල්ටල්ක්ස්,0.8872
ආයේ එක සැරයක් හරී ඒකි මගෙ හිතරිද්දුවොත් අම්මපා ඕකව බිම දාලා හොම්බට හැට හුට හමාරක් නෙලාගෙන නෙලාගෙන යනවා,ආයේ එක සැරයක් හරී ඒකි මගෙ හිතරිද්දුවොත් අම්මපා ඕකව බිම දාලා හොම්බට හැට හුට හමාරක් නෙලාගෙන නෙලාගෙන යනවා,0.8872
@USER  @USER කුක්කු සහ පුක තමා ඉතින් ඇහැ ආකර්ෂණය කරගන්නෙ ඊට පස්සෙ දැනහදුනගෙන තමා ඉතුරු ටිකට ආකර්ෂණය වෙන්නෙ,කුක්කු සහ පුක තමා ඉතින් ඇහැ ආකර්ෂණය කරගන්නෙ ඊට පස්සෙ දැනහදුනගෙන තමා ඉතුරු ටිකට ආකර්ෂණය වෙන්නෙ,0.8872
"""මගේ ඔලුව ගිහිනි තියල පුක උරපල්ලා""                - මිට සිගරට් එක-","""මගේ ඔලුව ගිහිනි තියල පුක උරපල්ලා"" - මිට සිගරට් එක-",0.8872
@USER අනේ කොල්ලෝ තාම ඇටෙන් පොත්තෙන් එළියට ඇවිත් නෑ. ඒත් හොයන්නේ ආච්චිලාගේ වැල තං. පොතක් පතක් බලං හැදියං. නැත්තං තොට කොයි තනත් නැති වෙයි.,අනේ කොල්ලෝ තාම ඇටෙන් පොත්තෙන් එළියට ඇවිත් නෑ. ඒත් හොයන්නේ ආච්චිලාගේ වැල තං. පොතක් පතක් බලං හැදියං. නැත්තං තොට කොයි තනත් නැති වෙයි.,0.8872
".URL දෙමළෙක් ,තොපි කොටි, පෙති ගහනවා -  මඩකලපුවේ හිමිනමක් URL via  @USER","උර්ල් දෙමළෙක් ,තොපි කොටි, පෙති ගහනවා - මඩකලපුවේ හිමිනමක් උර්ල් via",0.8867
මේකෙ පුක ඔලුවට අරං මොලේ යටට දාගත්ත හුට්ටෙක් ඉන්නව අපි මොන ට්විට් එක දැම්මත් එයාට වැරදියට පෙන්නේ .... අපි ට්විට්ස් දාන්න ඔනෑ එයාට ඔනෑ විදිහට...අාතල් ගන්න ඔනෑ එයාට ඔනෑ විදිහට නැත්තං අපිට හුකවලලු ගන්නේ..,මේකෙ පුක ඔලුවට අරං මොලේ යටට දාගත්ත හුට්ටෙක් ඉන්නව අපි මොන ට්විට් එක දැම්මත් එයාට වැරදියට පෙන්නේ .... අපි ට්විට්ස් දාන්න ඔනෑ එයාට ඔනෑ විදිහට...අාතල් ගන්න ඔනෑ එයාට ඔනෑ විදිහට නැත්තං අපිට හුකවලලු ගන්නේ..,0.8867
අපි ඉන්ටසිටියේ නැගලා  පෙම් මුල්ලෙම තෙරපීලා  ලිප්ස්ටික් කලාපු උඹෙ තොල්පෙති මත්තෙම සිරවීලා  @USER   පට්ට බ්‍රෝ,අපි ඉන්ටසිටියේ නැගලා පෙම් මුල්ලෙම තෙරපීලා ලිප්ස්ටික් කලාපු උඹෙ තොල්පෙති මත්තෙම සිරවීලා පට්ට බ්‍රෝ,0.8867
"""අක්කා නානවා.. අයියා අම්පයර් වෙන්න.""  තෝ පලයං වැම්පයර්.. මලක් කඩාගන්න නෑ.. ඇච්චා..  #SriLankanWayOfLove","""අක්කා නානවා.. අයියා අම්පයර් වෙන්න."" තෝ පලයං වැම්පයර්.. මලක් කඩාගන්න නෑ.. ඇච්චා.. ස්රිලන්කන්වයෝෆ්ලොවේ",0.8867
වමතින් පුක සෝදන්නන් RT කරන්න  #LeftHandersDay,වමතින් පුක සෝදන්නන් රට් කරන්න ලේෆ්තන්දෙර්ස්දය්,0.8867
"@USER කැරි රිංලොල්ලො හිතං ඉන්නේ ඕල්ඩ් ට්වීප්ස්ලා වුණාම අලි පුක කියලා, ටෞඛණ්ඩ දාලා තොපේ පකේ ඔල්ල්ඩ් ට්වීප්ස් රෝල් කරලා බිජුහිලේ ගහගනියව්. කොණ්ඩේ එන්නේ නෑ කියලා නාහෙන් අඬන තංපොකුරුපොන්නරැළ! හායි කියන්න තෝ මොන ගස්පඩයෙක්ද යකෝ. තොපි බිජු කොටෝපිය. අපි ගියා.","කැරි රිංලොල්ලො හිතං ඉන්නේ ඕල්ඩ් ට්වීප්ස්ලා වුණාම අලි පුක කියලා, ටෞඛණ්ඩ දාලා තොපේ පකේ ඔල්ල්ඩ් ට්වීප්ස් රෝල් කරලා බිජුහිලේ ගහගනියව්. කොණ්ඩේ එන්නේ නෑ කියලා නාහෙන් අඬන තංපොකුරුපොන්නරැළ! හායි කියන්න තෝ මොන ගස්පඩයෙක්ද යකෝ. තොපි බිජු කොටෝපිය. අපි ගියා.",0.8867
කැරි පොන්න හුකන්නල ඔක්කොම එකයි .හුකවන්න ඕනෙ හැති කරේටම හුකෝනව  නිගමනය #අංතවාදී_මුස්ලිම්  = #මුස්ලිම්  එක සිංහල #පකෙක් මොනවත් මට කිවන් එක්ක එපා තොපිට එපානම් #block කරපන් නැත්නම් #Unfollow කරපන්. තොපි සිංහල ජාතියටත් පිළිලයක් මැරිය වහ බීල හුත්තිගෙ හැත්ත.,කැරි පොන්න හුකන්නල ඔක්කොම එකයි .හුකවන්න ඕනෙ හැති කරේටම හුකෝනව නිගමනය #අංතවාදී_මුස්ලිම් = #මුස්ලිම් එක සිංහල #පකෙක් මොනවත් මට කිවන් එක්ක එපා තොපිට එපානම් #block කරපන් නැත්නම් උන්ෆොල්ලොව් කරපන්. තොපි සිංහල ජාතියටත් පිළිලයක් මැරිය වහ බීල හුත්තිගෙ හැත්ත.,0.8867
@USER නෑ නිකන් බඩුව වගේ    @USER,නෑ නිකන් බඩුව වගේ,0.8867
@USER @USER  @USER  අපේ අම්ම අච්චර රසට කන්න හදල දෙද්දී ඇයි මං ලොං හැලිච්ච හම්පඩ ගැහුන උඹ වගේ නීරස කෑමක් කන්නේ?,අපේ අම්ම අච්චර රසට කන්න හදල දෙද්දී ඇයි මං ලොං හැලිච්ච හම්පඩ ගැහුන උඹ වගේ නීරස කෑමක් කන්නේ?,0.8867
@USER @USER   මාත් මේ කටට ආපු සුද්ද සිංහල ටික අමාරුවෙන් නවත්තගෙන quote කරේ,මාත් මේ කටට ආපු සුද්ද සිංහල ටික අමාරුවෙන් නවත්තගෙන quote කරේ,0.8867
@USER නෙදකින්   තෝ මයිලක් වත් ගාවල නැද්ද ගං කබරය,නෙදකින් තෝ මයිලක් වත් ගාවල නැද්ද ගං කබරය,0.8867
කවුද යකෝ මෙච්චර හොදට ගගහ හිටපු du Plessisව out කරපු එකා? හෙන ගහපන්!!! #SAvSL,කවුද යකෝ මෙච්චර හොදට ගගහ හිටපු දු Plessisව out කරපු එකා? හෙන ගහපන්!!! සව්ස්ල්,0.8867
@USER කකුලුවෝ දෙන්නෙක් හුක හුකා හිටපු එක බලන්නලු. %යියවත් කෙලින් දානවද කියලා බැලුවලුම්.,කකුලුවෝ දෙන්නෙක් හුක හුකා හිටපු එක බලන්නලු. %යියවත් කෙලින් දානවද කියලා බැලුවලුම්.,0.8867
@USER අනේ පල පකයෝ... මහ එකා මහ බැංකුව සුද්ද කරලා මීක් නැතුව ඉන්නවා... ඒවා හොයන්න කොන්ද පණ නැති තොපි කාලකන්නි අනුන්ගේ පුකේ ඇගිලි ගහන්න ගත්තා... රවීගේ ත් international තිබ්බේ. Sack කරපන්කො...,අනේ පල පකයෝ... මහ එකා මහ බැංකුව සුද්ද කරලා මීක් නැතුව ඉන්නවා... ඒවා හොයන්න කොන්ද පණ නැති තොපි කාලකන්නි අනුන්ගේ පුකේ ඇගිලි ගහන්න ගත්තා... රවීගේ ත් international තිබ්බේ. Sack කරපන්කො...,0.8867
මොනාද යකෝ පෝන් එක හූර හූර කරන්නේ?  :- අම්මගේ අනාගත ලේලී පොඩ්ඩව හොයනවා,මොනාද යකෝ පෝන් එක හූර හූර කරන්නේ? :- අම්මගේ අනාගත ලේලී පොඩ්ඩව හොයනවා,0.8867
ජුම් පප්පර පුකේ මයිල්  පුක වටකර *කේ මයිල්,ජුම් පප්පර පුකේ මයිල් පුක වටකර *කේ මයිල්,0.8867
තුජ්හෙ දේකා තෝ යේ ජා..නා සනම්.. ප්‍යාර් හෝතා හේ දිවා..නා... සනම්. යහා සේ කහා.. ජා..යෙ හම්.. තෙරී බාහෝ.. මේ මර්.. ජායේ හම්.. #sajje,තුජ්හෙ දේකා තෝ යේ ජා..නා සනම්.. ප්‍යාර් හෝතා හේ දිවා..නා... සනම්. යහා සේ කහා.. ජා..යෙ හම්.. තෙරී බාහෝ.. මේ මර්.. ජායේ හම්.. සාජ්ජේ,0.8862
"@USER දෙන්න එපා රත්තා,උඹ පලයන් @USER නංගි එක්ක,මේ පොඩි එව්වොන්ට මොන room ද  @USER  @USER","දෙන්න එපා රත්තා,උඹ පලයන් නංගි එක්ක,මේ පොඩි එව්වොන්ට මොන room ද",0.8862
"@USER ,  @USER  @USER අම්මේ, හිමින් පලයන්",", අම්මේ, හිමින් පලයන්",0.8862
"@USER ,  @USER  @USER තවුසෙටත් මේ වගේ අවස්ථා නම් හොඳට ගලපන්න පුළුවන් නේද?  අනේ අම්මා තෝ වගේ මෝඩ මූසල බූරුවෙක්.",", තවුසෙටත් මේ වගේ අවස්ථා නම් හොඳට ගලපන්න පුළුවන් නේද? අනේ අම්මා තෝ වගේ මෝඩ මූසල බූරුවෙක්.",0.8862
කාබනික ගොන් බයියෙක්ව අල්ලල නාවන්න ඕනෙ  Lakna Amandi @USER  · 12 Dec 2021 ''ජීවිතේට බල්ලො කාලා නෑ ගොයම්'' ''පොහොර ගඳට බල්ලොත් දැන් ගොයම් කනවා'',කාබනික ගොන් බයියෙක්ව අල්ලල නාවන්න ඕනෙ ලකන අමන්දි · 12 දෙක් 2021 ''ජීවිතේට බල්ලො කාලා නෑ ගොයම්'' ''පොහොර ගඳට බල්ලොත් දැන් ගොයම් කනවා'',0.8862
@USER  @USER උබේ පුකේ ඉත්තෑවෙක් ඉන්නවද.. ඉන්නවනම් අටපට්ටමට දාමු පුක..,උබේ පුකේ ඉත්තෑවෙක් ඉන්නවද.. ඉන්නවනම් අටපට්ටමට දාමු පුක..,0.8862
චර චර ගාල කොකිස් කනව වගේද fren පැණි බේරෙන  කැවුමක් කටට ගියාම තියෙන සනීපය! #TeamKevum #AwuruduLK,චර චර ගාල කොකිස් කනව වගේද ෆ්‍රෙන් පැණි බේරෙන කැවුමක් කටට ගියාම තියෙන සනීපය! ටෙඅම්කෙවුම් අවුරුදුල්ක්,0.8862
@USER අව්ව නිසා පොලොවත් රත් වෙලා වාඩි උනොත් පුක පිච්චෙනවා යකො,අව්ව නිසා පොලොවත් රත් වෙලා වාඩි උනොත් පුක පිච්චෙනවා යකො,0.8862
තොපි හොරකම් කරපු සල්ලිත් අරන් මේ රටින් තොලොංචි වෙලා අපිට වද නොදී තොපේ පා... URL via  @USER Must listen to this  youtube.com තොපි හොරකම් කරපු සල්ලිත් අරන් මේ රටින් තොලොංචි වෙලා අපිට වද නොදී තොපේ... #yohansenavirathne#anduwa#rajaya#SwarnavahiniTV #gotabayarajapaksha #mahindarajapaksha #basilrajapaksha #namalrajapaksha #ranjanramanayaka #sajithpremadasa #...,තොපි හොරකම් කරපු සල්ලිත් අරන් මේ රටින් තොලොංචි වෙලා අපිට වද නොදී තොපේ පා... උර්ල් via Must listen ටො this යෝඋටුබෙචොම් තොපි හොරකම් කරපු සල්ලිත් අරන් මේ රටින් තොලොංචි වෙලා අපිට වද නොදී තොපේ... yohansenavirathneanduwarajayaswarnavahinitv ගොටබයරජපක්ෂ මහින්දරාජපක්ෂ බසිල්රජපක්ෂ නාමල්රජපක්ෂ රන්ජන්රමනයක සජිත්ප්රේමදාස #...,0.8862
#BondScam පට්ට හොරෙක්ට යහපාලනයෙන් අධ්‍යක්ෂ තනතුරක්.......  #Corruption   #UNPJunta #HoldELECTIONS ! #ElectionsWithheld #lka #sriLanka #Colombo  @USER  @USER  @USER   @USER  @USER,බොන්ඩ්ස්චාම් පට්ට හොරෙක්ට යහපාලනයෙන් අධ්‍යක්ෂ තනතුරක්....... #Corruption උන්ප්ජුන්ට හොල්දෙලෙක්තිඔන්ස ! එලෙක්තිඔන්ස්විථ්හෙල්ද ලක ශ්‍රීලංකා චොලොම්බෝ,0.8862
කාර් බලන්න කියා ගෑණි බලන්න ගිය  @USER  #HowToTrollYourBestTweep,කාර් බලන්න කියා ගෑණි බලන්න ගිය හොව්තොත්රොල්ල්යෞර්බෙස්ත්ත්වෙඑප්,0.8862
මෛත්‍රීපාල රනිල් උබලා ජාතක කරපු එවුන්ට හත්මුතු පරම්පරාවට හෙන ගහනවා මෛත්‍රීපාල උබ වගේ කාලකන්නි හුත්තිගෙ පුතෙක් හැදුවට වඩා හොදයි සරමේ පිහියදැමිමා නම්,මෛත්‍රීපාල රනිල් උබලා ජාතක කරපු එවුන්ට හත්මුතු පරම්පරාවට හෙන ගහනවා මෛත්‍රීපාල උබ වගේ කාලකන්නි හුත්තිගෙ පුතෙක් හැදුවට වඩා හොදයි සරමේ පිහියදැමිමා නම්,0.8862
"@USER අනේ අම්මේ, කටට මසුරන් දාන්න ඕනි ඒ කතාවට","අනේ අම්මේ, කටට මසුරන් දාන්න ඕනි ඒ කතාවට",0.8862
දෙනවා තොගෙ ලබ්බ බහින්න #SrilankanThreats,දෙනවා තොගෙ ලබ්බ බහින්න ස්රිලංකංථ්රෙඅත්ස,0.8857
"@USER ඒක අතුල්ලද්දි බැක්ටීරියා තැලෙනවා, ඉලෙනවා, තදවෙනවා, පස්ස හමයනවා, හරියට පිහිදුවෙ නැතොත් කොල කෑලි හිටිනවා, කලිසමේ ගෑවෙනවා.. ඊයා නේද?","ඒක අතුල්ලද්දි බැක්ටීරියා තැලෙනවා, ඉලෙනවා, තදවෙනවා, පස්ස හමයනවා, හරියට පිහිදුවෙ නැතොත් කොල කෑලි හිටිනවා, කලිසමේ ගෑවෙනවා.. ඊයා නේද?",0.8857
@USER මෙ දොරටුපාල.. අර ලමය යම වයිෆ් නැතිවෙලාවක පස්ස දොරෙන් වීස ගහල ගන්නවා. හිමීට පර්සනලි කියාදෙන්නෝනි.. -යමයා-,මෙ දොරටුපාල.. අර ලමය යම වයිෆ් නැතිවෙලාවක පස්ස දොරෙන් වීස ගහල ගන්නවා. හිමීට පර්සනලි කියාදෙන්නෝනි.. -යමයා-,0.8857
දැන් fuck කියන උන් සුදනෝ පුක කියන අපි තමා දුදනෝ -_-,දැන් ෆුච්ක් කියන උන් සුදනෝ පුක කියන අපි තමා දුදනෝ -_-,0.8857
@USER වැහි නැති හෙන ගහන්න ඕනේ  @USER,වැහි නැති හෙන ගහන්න ඕනේ,0.8857
@USER පුදුම පොන්න පකෙක් නෙ මූ ඉන්න තැනක් දන්නව නම් ගිහින් හුකෝලා එන්නෙ ගොං පකයට යකො පාඩුවෙ හිටියම එනවා හැමින්නෙන්න හොදට හොඳයි අපි නරකට ඊට හොඳයි පකයා දන්නෑ තාම අනික දෙයක් දැනගෙන කතා කරන්න ඕන මේ හුත්තා එහෙම නෑ අම්ම අප්ප ළමා ළපටි එක්කම පොන්න සිපයි වෙන්නැති හුත්ත පවු අහිංසක උන්,පුදුම පොන්න පකෙක් නෙ මූ ඉන්න තැනක් දන්නව නම් ගිහින් හුකෝලා එන්නෙ ගොං පකයට යකො පාඩුවෙ හිටියම එනවා හැමින්නෙන්න හොදට හොඳයි අපි නරකට ඊට හොඳයි පකයා දන්නෑ තාම අනික දෙයක් දැනගෙන කතා කරන්න ඕන මේ හුත්තා එහෙම නෑ අම්ම අප්ප ළමා ළපටි එක්කම පොන්න සිපයි වෙන්නැති හුත්ත පවු අහිංසක උන්,0.8857
@USER ඉස්සර ග්‍රවුන්ඩ් එකට බහිනකොටම කෝච් කාරය අහන්නෙ තෝ දාලද කියල.කරුමෙටවත් අමතක වෙලා තිව්නොත් පුකට ස්ටම්ප් පාරක් තමයි,ඉස්සර ග්‍රවුන්ඩ් එකට බහිනකොටම කෝච් කාරය අහන්නෙ තෝ දාලද කියල.කරුමෙටවත් අමතක වෙලා තිව්නොත් පුකට ස්ටම්ප් පාරක් තමයි,0.8857
"සීතලයිද, තනිකඩයිද, සීතලට විසදුමක් ඕනෙද,, රෙද්ද පෙරෝ ගනින්.වෙන විසදුම් නෑ  තාම.","සීතලයිද, තනිකඩයිද, සීතලට විසදුමක් ඕනෙද,, රෙද්ද පෙරෝ ගනින්.වෙන විසදුම් නෑ තාම.",0.8857
"රටේ 'කලාව' කන්න අාපු සල්ලියි,ජනප්‍රියත්වයයි හම්බෙනවනම් නිරුවත විකුනං කන වේස බඩු... ලංකාවේ අපි දකින පොෂ් කෙල්ලො... නෙදකින් විතරක්. URL","රටේ 'කලාව' කන්න අාපු සල්ලියි,ජනප්‍රියත්වයයි හම්බෙනවනම් නිරුවත විකුනං කන වේස බඩු... ලංකාවේ අපි දකින පොෂ් කෙල්ලො... නෙදකින් විතරක්. උර්ල්",0.8857
මිහින්තලයේ ලයිට් එලියට  ඉබ්බො නලලට අත් අරන්  රැවන්වැලි සෑ කොත් කැරැල්ලට  හුංගො බෙරලිය මල් කඩන්   ඒත් නංගියෙ උඹ ගිලුණු තැන  කඳුලු වැලිගොව්වෝ උරන්  කණකොක්කු සුදු සරම් ඇඳගෙන  උඹව හොයනව රත්තරන්   #නාගොල්ලාගොඩ_ධර්මසිරි_බෙනඩික්,මිහින්තලයේ ලයිට් එලියට ඉබ්බො නලලට අත් අරන් රැවන්වැලි සෑ කොත් කැරැල්ලට හුංගො බෙරලිය මල් කඩන් ඒත් නංගියෙ උඹ ගිලුණු තැන කඳුලු වැලිගොව්වෝ උරන් කණකොක්කු සුදු සරම් ඇඳගෙන උඹව හොයනව රත්තරන් #නාගොල්ලාගොඩ_ධර්මසිරි_බෙනඩික්,0.8857
කරපු වේස වැඩේ අනේ හුකාන් හුට්ටෝ,කරපු වේස වැඩේ අනේ හුකාන් හුට්ටෝ,0.8857
@USER ඊයෙ එක සක්කිලියෙක් කියනව කරූට ඕන එකෙක් හරි මරාගන්නලු ඌට එකෙක් වෙන්න ඇති හැබැයි අපිට ඕන උන් ඔක්කොම මරල දාන්න කියල උන් දන්නෙ නෑ කඩප්පුලි වේස හැත්ත මුන්ට ගේමක් දෙන්න එකෙක් නැද්ද මේ රටේ කාලකණ්ණි ඔක්කොම මරල දාල අලුත් සෙට් එකක් දාන්න පෙලගැහියල්ල යකුනේ,ඊයෙ එක සක්කිලියෙක් කියනව කරූට ඕන එකෙක් හරි මරාගන්නලු ඌට එකෙක් වෙන්න ඇති හැබැයි අපිට ඕන උන් ඔක්කොම මරල දාන්න කියල උන් දන්නෙ නෑ කඩප්පුලි වේස හැත්ත මුන්ට ගේමක් දෙන්න එකෙක් නැද්ද මේ රටේ කාලකණ්ණි ඔක්කොම මරල දාල අලුත් සෙට් එකක් දාන්න පෙලගැහියල්ල යකුනේ,0.8857
පුක හිරට බොත්තම ටික බඩ උඩට තියන ඩෙනිමක් ගහලා  තනෙ පිම්බෙන්න කප් එක්ක දාලා කොන්ඩෙ පාට කරලා  අගල් එකාමරක් Adidas සපත්තුවක් දෙකක් දාලා සිංහල අස්සෙන් කඩ්ඩා වචන දෙකක් බැස්සුවාම  උන් තාමා උට්ටො පොෂ් කැලි..  #Mmsරෙද්දෙපොෂ්ඃ,පුක හිරට බොත්තම ටික බඩ උඩට තියන ඩෙනිමක් ගහලා තනෙ පිම්බෙන්න කප් එක්ක දාලා කොන්ඩෙ පාට කරලා අගල් එකාමරක් අදිදස් සපත්තුවක් දෙකක් දාලා සිංහල අස්සෙන් කඩ්ඩා වචන දෙකක් බැස්සුවාම උන් තාමා උට්ටො පොෂ් කැලි.. #Mmsරෙද්දෙපොෂ්ඃ,0.8857
@USER මට වයිෆ් කෙනෙක් නෑනෙ. අම්ම උයල දෙන දෙයක් කනව ... නැත්තං මං උයාගෙන් කනව.,මට වයිෆ් කෙනෙක් නෑනෙ. අම්ම උයල දෙන දෙයක් කනව ... නැත්තං මං උයාගෙන් කනව.,0.8857
"සුනිල් ටි අන්කල් අර ""මෝඩ පහේ ලමයි""කතාවක් කියලා, තැරි දාර කොපියකුත් ගහලා තියෙන්නේ ""අපට සැදුනු අපේ ලෝකය"" කියලා.   පත්තරේට කට අරින්න කලින් පොඩ්ඩක් හිතන්න තිබ්බා එයාට.","සුනිල් ටි අන්කල් අර ""මෝඩ පහේ ලමයි""කතාවක් කියලා, තැරි දාර කොපියකුත් ගහලා තියෙන්නේ ""අපට සැදුනු අපේ ලෝකය"" කියලා. පත්තරේට කට අරින්න කලින් පොඩ්ඩක් හිතන්න තිබ්බා එයාට.",0.8857
පොඩ්ඩියෙ අම්මා අම්මාමයි තාම වැරදුනෙ අපි නිසයි ඈ වැරදිද කෝම බක්මහෙ කොවුල් බිජු පුපුරණ දාක නංගියෙ අම්මාගෙන් උඹ ඉල්ලවද ගේම  තනේ කඩා විසිකර පත්තිනි වී නම් අනේ හාමතේ අපි මැරිලා එහෙනම් වනේ පාරන්නෙ වන පල විස වීනම් නගේ දැන් යමං පඬිපුර ගිනි තියපං,පොඩ්ඩියෙ අම්මා අම්මාමයි තාම වැරදුනෙ අපි නිසයි ඈ වැරදිද කෝම බක්මහෙ කොවුල් බිජු පුපුරණ දාක නංගියෙ අම්මාගෙන් උඹ ඉල්ලවද ගේම තනේ කඩා විසිකර පත්තිනි වී නම් අනේ හාමතේ අපි මැරිලා එහෙනම් වනේ පාරන්නෙ වන පල විස වීනම් නගේ දැන් යමං පඬිපුර ගිනි තියපං,0.8857
@USER මේ කොල්ලොකාර සමනල වන්නිල පක අවජාතක හුත්තිගෙ පුතා  තව වචන තියේ එන්නෑ ඒවා මොකෙක්ද මේ,මේ කොල්ලොකාර සමනල වන්නිල පක අවජාතක හුත්තිගෙ පුතා තව වචන තියේ එන්නෑ ඒවා මොකෙක්ද මේ,0.8857
රට බේරා  ගත්  නායකයට  අපහාස කරන මේ අවජාතක යාට කුමක් කල යුතුද ............... URL,රට බේරා ගත් නායකයට අපහාස කරන මේ අවජාතක යාට කුමක් කල යුතුද ............... උර්ල්,0.8855
"@USER අපිට පුක ද? මෙ ෆ්බී නෙමෙයි , කන බොන රෙන එවා දාන්න","අපිට පුක ද? මෙ ෆ්බී නෙමෙයි , කන බොන රෙන එවා දාන්න",0.8853
@USER ඔය වගේ පොන්න කාලාකණ්ණි කියන දේවල් ගණං ගන්ඩ එපා..  ඌ දන්නේ මොනා හරි කොටලා Attention ගන්න විතරයි.,ඔය වගේ පොන්න කාලාකණ්ණි කියන දේවල් ගණං ගන්ඩ එපා.. ඌ දන්නේ මොනා හරි කොටලා Attention ගන්න විතරයි.,0.8853
