comment,label,cleaned_text
පල ගොන් හුත්තියේ යන්න උඹට 6වෙනි දරුවත් හදා ගනින් කාරයෙක්ට කියලම ගොන් හුකන්නියේ තෝ දන්නවද මේ නිලධාරියා අපි වෙනුවෙන් කොච්චර මහන්සි වෙනවද කියලා,harassment,පල ගොන් හුත්තියේ යන්න උඹට 6වෙනි දරුවත් හදා ගනින් කාරයෙක්ට කියලම ගොන් හුකන්නියේ තෝ දන්නවද මේ නිලධාරියා අපි වෙනුවෙන් කොච්චර මහන්සි වෙනවද කියලා
පල පට්ට පදුරූ වේසී.... තොට බල්ලෝ හුකලා ලමයි 5 ක් තොගේ බලු හුත්තෙන් එලියට දාලා තියෙන්නේ.,harassment,පල පට්ට පදුරූ වේසී.... තොට බල්ලෝ හුකලා ලමයි 5 ක් තොගේ බලු හුත්තෙන් එලියට දාලා තියෙන්නේ.
පල පදුරු වේසි යන්න තොපිට ලන්කාවට එන්න දෙන්නෙත් නෑ හුත්තියෙ තෝ ඉතාලියට වෙලා උන්ට අල්ලගෙන හිටු ගොන් හුත්ති තෝ වේසි ලන්කාවට ආවොත් ගල් ගහල මරන්නෙ පට්ට පදුරු වේසි,harassment,පල පදුරු වේසි යන්න තොපිට ලන්කාවට එන්න දෙන්නෙත් නෑ හුත්තියෙ තෝ ඉතාලියට වෙලා උන්ට අල්ලගෙන හිටු ගොන් හුත්ති තෝ වේසි ලන්කාවට ආවොත් ගල් ගහල මරන්නෙ පට්ට පදුරු වේසි
පල පල උබ එන්න එපා ලංකාවට උබට ගහලා මරන්න,harassment,පල පල උබ එන්න එපා ලංකාවට උබට ගහලා මරන්න
පල පල පරට්ටී තෝ ලමයි 5 හදන්න ඇත්තෙ ගායට අපේ රටේ දොස්තරලා අපිව කපන් නෑ යකෝ ,harassment,පල පල පරට්ටී තෝ ලමයි 5 හදන්න ඇත්තෙ ගායට අපේ රටේ දොස්තරලා අපිව කපන් නෑ යකෝ
පල පල ව්සී එහේ වේසකන් කරලා දැන් අපිට උගන්නන්න එනවද. මක බෑවියන්,harassment,පල පල ව්සී එහේ වේසකන් කරලා දැන් අපිට උගන්නන්න එනවද. මක බෑවියන්
පල පල හුත්ති මේකි මොන හුත්තක්ද මේ කියන්නේ අනෙ හුකාපන් තො දන්න හුත්ත තො නාකි හුත්තක් ඉතතාලියෙ එවුන් මේ හුත්ත ගැන දන්නවා නම් තො එලවලා සිස කරෙ ඉතින් කිව්වා කියලා හිතා ගනිනි,harassment,පල පල හුත්ති මේකි මොන හුත්තක්ද මේ කියන්නේ අනෙ හුකාපන් තො දන්න හුත්ත තො නාකි හුත්තක් ඉතතාලියෙ එවුන් මේ හුත්ත ගැන දන්නවා නම් තො එලවලා සිස කරෙ ඉතින් කිව්වා කියලා හිතා ගනිනි
පල පල හුත්ති වුබ කාටද තමුසේ කියන්නේ. ගොන් කැස්සි. වෙසකන් කරලා හදාගත්තට අපෙ වුන් පලිද..,harassment,පල පල හුත්ති වුබ කාටද තමුසේ කියන්නේ. ගොන් කැස්සි. වෙසකන් කරලා හදාගත්තට අපෙ වුන් පලිද..
පල බලූ හුත්තී ජතිය පාව දෙන කැරි වෙසියො තොපි ඉපදුනේ කොහෙද වත් මතක නැති බලූ හුත්තීයෝ..කොරොනම හැදිලා මැරියං හුත්තී,harassment,පල බලූ හුත්තී ජතිය පාව දෙන කැරි වෙසියො තොපි ඉපදුනේ කොහෙද වත් මතක නැති බලූ හුත්තීයෝ..කොරොනම හැදිලා මැරියං හුත්තී
පල බැල්ලි ඔහෙ පස්ස හෝදන්න හොරට ගිහින් ලොකු තානාන්තරයක් කරනව වගේහැසිරෙන්න එපා තෝ ඔහෙම හිටපිය අපි දන්නෙ මෙහෙ මිනිස්සුන්ව ආරක්ශා කරන්න ඒ පොලිස් නිලදාරින් ඇතුලු ත්‍රිවිධ හමුදාව නැහෙන විදිය,harassment,පල බැල්ලි ඔහෙ පස්ස හෝදන්න හොරට ගිහින් ලොකු තානාන්තරයක් කරනව වගේහැසිරෙන්න එපා තෝ ඔහෙම හිටපිය අපි දන්නෙ මෙහෙ මිනිස්සුන්ව ආරක්ශා කරන්න ඒ පොලිස් නිලදාරින් ඇතුලු ත්‍රිවිධ හමුදාව නැහෙන විදිය
පල යන්න කැරී වේසී තෝ ලන්කාවට අවොත් තොට පාරේ ඉන්න බල්ලො ගෙනත් පොලිමට තියල බල්ලොන්ට කියල පොලිමට හුකවනව කැරි වෙසි,harassment,පල යන්න කැරී වේසී තෝ ලන්කාවට අවොත් තොට පාරේ ඉන්න බල්ලො ගෙනත් පොලිමට තියල බල්ලොන්ට කියල පොලිමට හුකවනව කැරි වෙසි
පල යන්න පට්ට හුත්ති තොගෙ පුකෙ අරින්නෙ ලන්කාවට ආවොත්,harassment,පල යන්න පට්ට හුත්ති තොගෙ පුකෙ අරින්නෙ ලන්කාවට ආවොත්
පල යන්න වෙසි සුද්දන්ට රෙද්ද උස්සපිය,harassment,පල යන්න වෙසි සුද්දන්ට රෙද්ද උස්සපිය
පල වෙසාවි යන්ට තෝ කපල දානවා මුහුදට දැන ගනින් කැරි වේසි,harassment,පල වෙසාවි යන්ට තෝ කපල දානවා මුහුදට දැන ගනින් කැරි වේසි
"පල වේසාවි ,ලමයි 5 පස් දෙනෙක්ගෙ නේද?",harassment,"පල වේසාවි ,ලමයි 5 පස් දෙනෙක්ගෙ නේද?"
"පල වේසාවි යන්න,ගිහිල්ලා හැමිනිය තොගේ අම්මගේ රෙද්ද පල්ලේ,බලුවේසි...",harassment,"පල වේසාවි යන්න,ගිහිල්ලා හැමිනිය තොගේ අම්මගේ රෙද්ද පල්ලේ,බලුවේසි..."
පල වේසි. තෝ වගේ ගණිකාවන්ගෙන් ඔයිට වඩා දෙයක් බලාපොරොත්තු වෙන්න බෑ කොහොමත්,harassment,පල වේසි. තෝ වගේ ගණිකාවන්ගෙන් ඔයිට වඩා දෙයක් බලාපොරොත්තු වෙන්න බෑ කොහොමත්
පල හුත්ති තොගේ අප්පට කෙලින්න තො ් පුක දිපන් පර බැල්ලි තොට හුකලා මරන්න ඔන,harassment,පල හුත්ති තොගේ අප්පට කෙලින්න තො ් පුක දිපන් පර බැල්ලි තොට හුකලා මරන්න ඔන
පල හුත්ති යන්න තොවගේ ගැහැණු අපේ ලංකාවට ගන්නේ නැහැ තො බල්ලෝන්ට කියලා හුකව ගත්තට දහදුරා වෙිසියේ බල්ලෙක් හුකලා හැදිච්ච දහදුරා පදුරැ බැල්ලි අපේ නියෝජ්‍ය පොලිස්පති තුමා කරන්න තමන්ගේ රට වෙනුවෙන් තො මොන වෙිසියේ ක්ද තොගේ කටට හෙනගහන බැල්ලි තොව හරහට තියලා කටට රෙන්න ඔිනි,harassment,පල හුත්ති යන්න තොවගේ ගැහැණු අපේ ලංකාවට ගන්නේ නැහැ තො බල්ලෝන්ට කියලා හුකව ගත්තට දහදුරා වෙිසියේ බල්ලෙක් හුකලා හැදිච්ච දහදුරා පදුරැ බැල්ලි අපේ නියෝජ්‍ය පොලිස්පති තුමා කරන්න තමන්ගේ රට වෙනුවෙන් තො මොන වෙිසියේ ක්ද තොගේ කටට හෙනගහන බැල්ලි තොව හරහට තියලා කටට රෙන්න ඔිනි
පල හුත්ති යෙ තොට corona හැදිලා මැරිය,harassment,පල හුත්ති යෙ තොට corona හැදිලා මැරිය
පල හුත්තියේ යන්න ඔච්චර දියුණුනම් මිනිස්සු මැරෙන්නේ කොහොමද යකෝ අපේ රට අපිට වටිනවා. අපේ රටේ තව වෙනතුරු එක මනුස්සයෙක් මැරුනේ නැ තොපි වගේ උන් හැදුවට වඩා හොදයි සරමේ පිහිදා ගත්තනම්.,harassment,පල හුත්තියේ යන්න ඔච්චර දියුණුනම් මිනිස්සු මැරෙන්නේ කොහොමද යකෝ අපේ රට අපිට වටිනවා. අපේ රටේ තව වෙනතුරු එක මනුස්සයෙක් මැරුනේ නැ තොපි වගේ උන් හැදුවට වඩා හොදයි සරමේ පිහිදා ගත්තනම්.
පල.හුත්ති..යන්න.අම්මට.හුකාගන්නැතිව,harassment,පල.හුත්ති..යන්න.අම්මට.හුකාගන්නැතිව
පලයන පට්ට හුත්ති අම්මට නොහුකා.,harassment,පලයන පට්ට හුත්ති අම්මට නොහුකා.
පලයන් ගොනා යන්න මෙික පිටකොටුවේ බැහැපු බඩුවක් බාන්,harassment,පලයන් ගොනා යන්න මෙික පිටකොටුවේ බැහැපු බඩුවක් බාන්
පලයන් යන්න හුත්ති අම්මාට හුකන්නෙ නෙතිව ,harassment,පලයන් යන්න හුත්ති අම්මාට හුකන්නෙ නෙතිව
පලයන් හුත්ති යන්න.බැල්ලි තෝ යකෝ තමන් ඉපදුණු රටටනේ ඔහොම කියන්නේ.අප්පට හුකාගනින් තෝ ඉදගෙන.,harassment,පලයන් හුත්ති යන්න.බැල්ලි තෝ යකෝ තමන් ඉපදුණු රටටනේ ඔහොම කියන්නේ.අප්පට හුකාගනින් තෝ ඉදගෙන.
පලයන් හුත්තියෙ යන්න තො පුකදිපිය සුද්දන්ට බලුහුත්තියෙ,harassment,පලයන් හුත්තියෙ යන්න තො පුකදිපිය සුද්දන්ට බලුහුත්තියෙ
පලයන් හුත්තියේ යන්න ...තොට කොහොමත් ලන්කාවට එන්න තියන්නෙ නැ ගොන් බැල්ලී.,harassment,පලයන් හුත්තියේ යන්න ...තොට කොහොමත් ලන්කාවට එන්න තියන්නෙ නැ ගොන් බැල්ලී.
පව්කාරයෝ ඉන්නේ . ඒකයි ඔය තරම් මරන.රීලග මරනේ උබේ,harassment,පව්කාරයෝ ඉන්නේ . ඒකයි ඔය තරම් මරන.රීලග මරනේ උබේ
පස් ඩෙනා හඩන්න 150 පුකෙ අරින්න අති නෙඩ,harassment,පස් ඩෙනා හඩන්න 150 පුකෙ අරින්න අති නෙඩ
පාරවෙිසි හොදට අැනගනිමි සුද්දට දිලා එකේ රසටද ගැමිම පාරවෙිසි,harassment,පාරවෙිසි හොදට අැනගනිමි සුද්දට දිලා එකේ රසටද ගැමිම පාරවෙිසි
පාස්කු ප්‍රහාරය සාර්ථක කරගන්න කොලඹ උද්ඝෝෂණය කරල නැගෙනහිර සහරාන්ට අවධානය යොමු නොව්මට ඉතා සුක්ෂම විදියට ආරක්ෂක අංශ නොමග යවපු පරයෙක් තමා මු,harassment,පාස්කු ප්‍රහාරය සාර්ථක කරගන්න කොලඹ උද්ඝෝෂණය කරල නැගෙනහිර සහරාන්ට අවධානය යොමු නොව්මට ඉතා සුක්ෂම විදියට ආරක්ෂක අංශ නොමග යවපු පරයෙක් තමා මු
පැයකට කියද. නයිට් එකකට කියද,harassment,පැයකට කියද. නයිට් එකකට කියද
පිට කොටුවේ බෝගහ යට හිටපු බඩුවක් වගේ,harassment,පිට කොටුවේ බෝගහ යට හිටපු බඩුවක් වගේ
පිරිසක්ම ගෑනියෙක් අවජාතක ගෑනියෙක්,harassment,පිරිසක්ම ගෑනියෙක් අවජාතක ගෑනියෙක්
පිසු ගොනො උබ ඉන්එකේට්ට කියලා පුකේඅැරගනින්,harassment,පිසු ගොනො උබ ඉන්එකේට්ට කියලා පුකේඅැරගනින්
පිස්සු උත්තියේක්ද කොයිද .උබලා ඔයේම ඉටපං .නැත්නම් මෙහෙ රටෙ උන් දායි දන්සල් වගේ පොලිමක් ඔදේ සොරි .,harassment,පිස්සු උත්තියේක්ද කොයිද .උබලා ඔයේම ඉටපං .නැත්නම් මෙහෙ රටෙ උන් දායි දන්සල් වගේ පොලිමක් ඔදේ සොරි .
පීස් මගෙ කටට ගන්න ,harassment,පීස් මගෙ කටට ගන්න
පුක කසා ගන්න නියපොත්තක් නැතුව හිටිය උන් ගියාම උඩින් යන්නෙ. එහෙ උන්ගේ පුක හෝදලා මෙහෙ ඉන්නේ කම්පැනිවල වැඩ කරපු උන් වගේ. අනේ තොගේ ළමයිවත් තියාගෙන එහෙම ඉදපිය. ඇයි උඹ ලංකාවට අවොත් අපේ රට දියුණු වෙනවද. අනේ පලයන් ගෑනියේ. උඹ කියන කතාවලට මගෙ පුක තවම හිනා වෙනවා. මේ සරු පොලවේ උඹව වැලලුවොත් මේ පොලවත් ඉවරයි. ආයේ මේ පොළවේ කිසිමදෙයක් අස් වද්දන්නති බැහැ. ඒ හින්දා එහෙටම වෙලා ඉදපන්. ,harassment,පුක කසා ගන්න නියපොත්තක් නැතුව හිටිය උන් ගියාම උඩින් යන්නෙ. එහෙ උන්ගේ පුක හෝදලා මෙහෙ ඉන්නේ කම්පැනිවල වැඩ කරපු උන් වගේ. අනේ තොගේ ළමයිවත් තියාගෙන එහෙම ඉදපිය. ඇයි උඹ ලංකාවට අවොත් අපේ රට දියුණු වෙනවද. අනේ පලයන් ගෑනියේ. උඹ කියන කතාවලට මගෙ පුක තවම හිනා වෙනවා. මේ සරු පොලවේ උඹව වැලලුවොත් මේ පොලවත් ඉවරයි. ආයේ මේ පොළවේ කිසිමදෙයක් අස් වද්දන්නති බැහැ. ඒ හින්දා එහෙටම වෙලා ඉදපන්.
පුක දිපං ට හුකන්න,harassment,පුක දිපං ට හුකන්න
පුක දීපං නාකි සිංජොරෙකුට,harassment,පුක දීපං නාකි සිංජොරෙකුට
පුක දෙන කෙළි වේසි ගොන් බඩු පුක දීපු පට්ට ගොනා පුක දීල දීල ඉතාලියට ..මන්ද බුද්ධික බඩු වෙිසි.උඹ ගිය රට මොකක්ද හුත්තියේ ඔහු ලංකාවට එන්න එපා පරණ හරකෙක් .දල් පුකෙ අරින්නේ,harassment,පුක දෙන කෙළි වේසි ගොන් බඩු පුක දීපු පට්ට ගොනා පුක දීල දීල ඉතාලියට ..මන්ද බුද්ධික බඩු වෙිසි.උඹ ගිය රට මොකක්ද හුත්තියේ ඔහු ලංකාවට එන්න එපා පරණ හරකෙක් .දල් පුකෙ අරින්නේ
පුක දෙන්න බැරිද පොඩ්ඩක්,harassment,පුක දෙන්න බැරිද පොඩ්ඩක්
පුක නොදි වැලලියං ගැනියේ!!!ඒක ඇත්ත උඹ ලංකාවෙ හිටියනං දැං පිටකොටුවෙ ගොනා ගහනව. ඔහෙම හිටපං රත්තරං උඹෙ ඉන්න ලමයි පස්දෙනා මෙ විඩියෝ එකදැකල පුක කපාගෙන මැරෙයි බලගෙන මට බැ සාන්ත ,harassment,පුක නොදි වැලලියං ගැනියේ!!!ඒක ඇත්ත උඹ ලංකාවෙ හිටියනං දැං පිටකොටුවෙ ගොනා ගහනව. ඔහෙම හිටපං රත්තරං උඹෙ ඉන්න ලමයි පස්දෙනා මෙ විඩියෝ එකදැකල පුක කපාගෙන මැරෙයි බලගෙන මට බැ සාන්ත
පුක නොදී ඉදපන් කැරි වේසී.......... ගොන් වේසියෝ කොහොමත් ලංකාවට එන්න හිතන්නත් එපා..... උබට ලමයි පහක් හිටියට වදලා නෙවෙයි නේ...... ඒකයි හුත්තියේ වෙනස.........,harassment,පුක නොදී ඉදපන් කැරි වේසී.......... ගොන් වේසියෝ කොහොමත් ලංකාවට එන්න හිතන්නත් එපා..... උබට ලමයි පහක් හිටියට වදලා නෙවෙයි නේ...... ඒකයි හුත්තියේ වෙනස.........
පුක ලොකුද පට්ට වෙසි,harassment,පුක ලොකුද පට්ට වෙසි
පුක විකුනල දැන් නැගිට්න්න පුලුවන්ද මන්ද,harassment,පුක විකුනල දැන් නැගිට්න්න පුලුවන්ද මන්ද
පුකදියන් කැරි වේසි.තෝ ඔහෙටම වේලා හිටපිය ගොන් වේසි...ඔහේ බල්ලො හුකල හුකල හුත්ත කුනු උනහම වරෙන්කොවේසි බඩගාගෙන ලංකාවට...හරියට නින්දකුත්නැතුව මේදවස්වල රටබේරගන්න දගලන මුලු ලංකාවම ආදරේකරන ඒමනුස්සයට කියපු ඒවට තොගෙ පුක හතටපැලියන් පදුරුවේසි...,harassment,පුකදියන් කැරි වේසි.තෝ ඔහෙටම වේලා හිටපිය ගොන් වේසි...ඔහේ බල්ලො හුකල හුකල හුත්ත කුනු උනහම වරෙන්කොවේසි බඩගාගෙන ලංකාවට...හරියට නින්දකුත්නැතුව මේදවස්වල රටබේරගන්න දගලන මුලු ලංකාවම ආදරේකරන ඒමනුස්සයට කියපු ඒවට තොගෙ පුක හතටපැලියන් පදුරුවේසි...
පුකේ අරින්ට ඕනේ පෝලිමේ මේකිට,harassment,පුකේ අරින්ට ඕනේ පෝලිමේ මේකිට
පුකේ අැරගනින් හුත්තියේ ගෙං වස්සේකුට කියල කැරි බැල්ලි,harassment,පුකේ අැරගනින් හුත්තියේ ගෙං වස්සේකුට කියල කැරි බැල්ලි
පුකේ ඇරියම එලියට ආව සුක්‍රානු ටිකක් යෝනිමාර්ගයේ ගෑවිලා තමා ඕකි ජාතක වෙලා තියෙන්නේ,harassment,පුකේ ඇරියම එලියට ආව සුක්‍රානු ටිකක් යෝනිමාර්ගයේ ගෑවිලා තමා ඕකි ජාතක වෙලා තියෙන්නේ
පුකේ හිල ලොකුද දන් නෑ,harassment,පුකේ හිල ලොකුද දන් නෑ
පුළුවන් නම් මෙ gon බඩුවගෙ සම්පූර්ණ නම පාස්පොට් නම් භරය එවන්න කවදා හරි ලංකාවට ආවම අල්ලාගෙන රටට පෙන්වන්න ,harassment,පුළුවන් නම් මෙ gon බඩුවගෙ සම්පූර්ණ නම පාස්පොට් නම් භරය එවන්න කවදා හරි ලංකාවට ආවම අල්ලාගෙන රටට පෙන්වන්න
පේරසමේන් හිටපන් ඡාතිවාදියා.උබ පාස්කු පහරයටත් රුඡෘවම සබ්බන්දයි.තිස්තුන් කෝටියක් දේවිවරුඉන්නවා උබට අනිවාර් යේන්ම දරුනුම දඩුවමක් ලැබිය යුතුමයි.,harassment,පේරසමේන් හිටපන් ඡාතිවාදියා.උබ පාස්කු පහරයටත් රුඡෘවම සබ්බන්දයි.තිස්තුන් කෝටියක් දේවිවරුඉන්නවා උබට අනිවාර් යේන්ම දරුනුම දඩුවමක් ලැබිය යුතුමයි.
පොන්න කාවින්දයා!!කන්න හරි වියාපාර කරන්න හරි ජීවත් වෙලා ඉන්න එපැයී ගස් බරි වේසිගෙ පුතෝ...,harassment,පොන්න කාවින්දයා!!කන්න හරි වියාපාර කරන්න හරි ජීවත් වෙලා ඉන්න එපැයී ගස් බරි වේසිගෙ පුතෝ...
පොන්න වෙසියෙ රටට බනින්නෙ අම්මට ලන්කාවෙ හුකාපු නිසාද,harassment,පොන්න වෙසියෙ රටට බනින්නෙ අම්මට ලන්කාවෙ හුකාපු නිසාද
පොන්න වේසිගෙ පුතෝ,harassment,පොන්න වේසිගෙ පුතෝ
පොන්නයා ඇදිරි නිතිය ඉවර වෙලා වරෙන් තොපි ඔක්කොටම මේ පාර මිනිස්සු හුකෝලා ගන්නවා,harassment,පොන්නයා ඇදිරි නිතිය ඉවර වෙලා වරෙන් තොපි ඔක්කොටම මේ පාර මිනිස්සු හුකෝලා ගන්නවා
පොලිසියට හමුදාවට බනින්න එපා හුත්තියේ.බැනපන් තොගේ අම්මට තෝ වගේ කාලකන්න බැල්ලියෙක් මේ ලෝකෙට බිහිකරපු එකට.,harassment,පොලිසියට හමුදාවට බනින්න එපා හුත්තියේ.බැනපන් තොගේ අම්මට තෝ වගේ කාලකන්න බැල්ලියෙක් මේ ලෝකෙට බිහිකරපු එකට.
පොලු කීයක් කන්න ඇත්ද ඔහොම කතා කරන්න,harassment,පොලු කීයක් කන්න ඇත්ද ඔහොම කතා කරන්න
පොලු ගොඩාක් ලොකු ඇති .මූන දැක්කම හොදටම පෙනෝ.පොලු වලින් හොදට කාපු විත්තිය ,harassment,පොලු ගොඩාක් ලොකු ඇති .මූන දැක්කම හොදටම පෙනෝ.පොලු වලින් හොදට කාපු විත්තිය
පොලූ කනකොට ඔහොම තමයි,harassment,පොලූ කනකොට ඔහොම තමයි
පොල්ලක් අරන් පුක දිගේ බැස්සුවානම් මුන්ට ඉවරයි කේස් එක,harassment,පොල්ලක් අරන් පුක දිගේ බැස්සුවානම් මුන්ට ඉවරයි කේස් එක
ප්කවල් කටට අරන් අරන් කටේ ලොකු වේසිගෙ,harassment,ප්කවල් කටට අරන් අරන් කටේ ලොකු වේසිගෙ
බඩුව,harassment,බඩුව
බඩුව.කැරිවෙසි.,harassment,බඩුව.කැරිවෙසි.
බඩුවක් වගේ,harassment,බඩුවක් වගේ
බඩුවක්ද කොහේද,harassment,බඩුවක්ද කොහේද
බඩුවක්ම තමා බං තොට හුකලා අපිට කොරොනා බොවෙයිද මංදා,harassment,බඩුවක්ම තමා බං තොට හුකලා අපිට කොරොනා බොවෙයිද මංදා
බලපං උඹේ තාත්තා කකුල උස්සල ද හුජ්ජ ගහන්න කියලා,harassment,බලපං උඹේ තාත්තා කකුල උස්සල ද හුජ්ජ ගහන්න කියලා
බලාගෙන ඉදපන් වේස බැල්ලි උබට නිතිය කරයි ලස්සනට කටද උබ ඔය කතාකරන්නේ බල්ලෙකුට. ජාතක උණු බැල්ලි තෝ,harassment,බලාගෙන ඉදපන් වේස බැල්ලි උබට නිතිය කරයි ලස්සනට කටද උබ ඔය කතාකරන්නේ බල්ලෙකුට. ජාතක උණු බැල්ලි තෝ
බලු වෙසාවි තො කවදාහරිම ලංකාවට ආවොත් තොට වද 32 ම දිල. තො මරන්නෙ අවුරැදු ගානක් ගියත් අපි බලන් ඉන්නව තොට දඩුවම් දෙන්න,harassment,බලු වෙසාවි තො කවදාහරිම ලංකාවට ආවොත් තොට වද 32 ම දිල. තො මරන්නෙ අවුරැදු ගානක් ගියත් අපි බලන් ඉන්නව තොට දඩුවම් දෙන්න
බලු වෙසි අප්පට හුකවන්ට ඔනි meriyan බලුවෙසි,harassment,බලු වෙසි අප්පට හුකවන්ට ඔනි මේරියන් බලුවෙසි
බලු වේසියේ...ලංකාව ඇතුලේ අහුවෙන්න එපා....තැන අදාලම නෑ...මරනවා ...,harassment,බලු වේසියේ...ලංකාව ඇතුලේ අහුවෙන්න එපා....තැන අදාලම නෑ...මරනවා ...
බලු හුත්ති අම්මට හුකන්න ගොන් වේසි...,harassment,බලු හුත්ති අම්මට හුකන්න ගොන් වේසි...
"බලු හුත්ති තෝ අපේ රටට ගරහන්න තොපි වගේ වේස ගෑනු මේ ලක් දෙරනෙ බිහිවුනානෙ, තෝ ඔහෙම මකබෑවියන් ඊලගට උබට කොරෝනා හැදෙන්නෙ පදඩ වේසාවි, තොගෙ අප්පට අල්ලලද ඔහොම අමන කතා කියන්නෙ යකෝ මේක බුදුන් තුන් වරක් වැඩිය රටක් මගේ මවුබිම කොහොමත් බේරෙනවා, තොපි වගේ පවු කාරයො නැති එකමයි මේ රටට හොද?",harassment,"බලු හුත්ති තෝ අපේ රටට ගරහන්න තොපි වගේ වේස ගෑනු මේ ලක් දෙරනෙ බිහිවුනානෙ, තෝ ඔහෙම මකබෑවියන් ඊලගට උබට කොරෝනා හැදෙන්නෙ පදඩ වේසාවි, තොගෙ අප්පට අල්ලලද ඔහොම අමන කතා කියන්නෙ යකෝ මේක බුදුන් තුන් වරක් වැඩිය රටක් මගේ මවුබිම කොහොමත් බේරෙනවා, තොපි වගේ පවු කාරයො නැති එකමයි මේ රටට හොද?"
බලු හුත්ති තෝවගේ පදුරැ වෙිසාවියො මෙි රටට කොහොමත් වැඩක් නෑ.ඉපදුන රටට ගරහන වෙිසාවි.මනුස්සයෙක්⁣ට කතාකරන්න දන්නෙ නැති තොපිවගේ එවුන්ට හැදෙන්න ඔන කොරෝනා,harassment,බලු හුත්ති තෝවගේ පදුරැ වෙිසාවියො මෙි රටට කොහොමත් වැඩක් නෑ.ඉපදුන රටට ගරහන වෙිසාවි.මනුස්සයෙක්⁣ට කතාකරන්න දන්නෙ නැති තොපිවගේ එවුන්ට හැදෙන්න ඔන කොරෝනා
බලු හුත්තියේ තෝගෙ අම්මාට පුවු තෝවගේ ගනිගාවියක් හැදුවට මොකද තෝගෙ ගොන් වැඩ හින්දා එ අම්මත් බැනුන් අහනවා තෝ හින්දා බලු වේසාව් තොදන්නවාද අපි කොච්චර කැපව්මක් කරනවාද මේක නතර කරගන්න,harassment,බලු හුත්තියේ තෝගෙ අම්මාට පුවු තෝවගේ ගනිගාවියක් හැදුවට මොකද තෝගෙ ගොන් වැඩ හින්දා එ අම්මත් බැනුන් අහනවා තෝ හින්දා බලු වේසාව් තොදන්නවාද අපි කොච්චර කැපව්මක් කරනවාද මේක නතර කරගන්න
බලුවෙසියෙ තොට ලොකුනම් ඉදපන් අපෙ රටට එන්න එපා තො ඉතාලියට පුකදුන්නට අපිට කමක් නැ බලුවෙසි තොට කොරොන හැදෙනවා හොදට මතක තියගන් බලුවෙසි,harassment,බලුවෙසියෙ තොට ලොකුනම් ඉදපන් අපෙ රටට එන්න එපා තො ඉතාලියට පුකදුන්නට අපිට කමක් නැ බලුවෙසි තොට කොරොන හැදෙනවා හොදට මතක තියගන් බලුවෙසි
බල්ලන්ට කියලා හදාගත්තම ඔහොම තමා,harassment,බල්ලන්ට කියලා හදාගත්තම ඔහොම තමා
බල්ලන්ට ජාතක වුනාම ඔහොම තමයි,harassment,බල්ලන්ට ජාතක වුනාම ඔහොම තමයි
බල්ලෙක් ද? ඔයාගෙ තාත්තා.,harassment,බල්ලෙක් ද? ඔයාගෙ තාත්තා.
බල්ලෙක් හුකලා වදලදකොහෙද,harassment,බල්ලෙක් හුකලා වදලදකොහෙද
බල්ලෙක්ගෙන් ජාතක වුනු වෙසාවියක්,harassment,බල්ලෙක්ගෙන් ජාතක වුනු වෙසාවියක්
බල්ලො ටිකක් දාගෙන තවත් හතක් හදාගන් කැරි වේසි.ඒ හතත් තොගෙ බඩ පලලම ගන් පර හුත්ති.එතකොට තොට දුසිමක්ම ඉන්නවනෙ.අපේ රටේ ඉපදිලා ඉතාලියට ගිහින් කාපු පතේ රෙන බලු වේසි.හෙනහතම වදිනවා තොගෙ කටට. තෝ එන්න එපා ලන්කාවට එයාපෝට් එකේ ඉන්නවා බල්ලො..එයාලා දාල තොගෙ අදෝ මාර්ගෙ අරින්නෙ..තෝ දන්නෙ මොනවාද වේසියේ ලන්කාව ගැන. ,harassment,බල්ලො ටිකක් දාගෙන තවත් හතක් හදාගන් කැරි වේසි.ඒ හතත් තොගෙ බඩ පලලම ගන් පර හුත්ති.එතකොට තොට දුසිමක්ම ඉන්නවනෙ.අපේ රටේ ඉපදිලා ඉතාලියට ගිහින් කාපු පතේ රෙන බලු වේසි.හෙනහතම වදිනවා තොගෙ කටට. තෝ එන්න එපා ලන්කාවට එයාපෝට් එකේ ඉන්නවා බල්ලො..එයාලා දාල තොගෙ අදෝ මාර්ගෙ අරින්නෙ..තෝ දන්නෙ මොනවාද වේසියේ ලන්කාව ගැන.
"බල්ලො හුකනවා ඇති තොට,,,වෙසි.",harassment,"බල්ලො හුකනවා ඇති තොට,,,වෙසි."
බල්ලොත් හුකල ඇති,harassment,බල්ලොත් හුකල ඇති
බල්ලෝ හුකලා දරැවෝ 5ක් පැටවු ගහපු ගොන් බඩුව,harassment,බල්ලෝ හුකලා දරැවෝ 5ක් පැටවු ගහපු ගොන් බඩුව
බහුකපන් අක්කේ ..... තෝපි ලංකාවට අවෝත් පුක පලනවා අක්කේ දරුවන්ට පව් පුර වන්න අපා කපලා නේවේයි පලලා ගන්න තිබ්බේ...,harassment,බහුකපන් අක්කේ ..... තෝපි ලංකාවට අවෝත් පුක පලනවා අක්කේ දරුවන්ට පව් පුර වන්න අපා කපලා නේවේයි පලලා ගන්න තිබ්බේ...
